id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref
sp_0199,Saturday in the Park - 2002 Remaster,Chicago,🎵✨,"[""Saturday in the Park - 2002 Remaster — Chicago"", ""Love Runs Out — OneRepublic"", ""Like a Rolling Stone — Bob Dylan"", ""Wish You Were Here — Pink Floyd""]",0,,,,From 'Chicago V (Expanded & Remastered)' (1972),"[""From album: Chicago V (Expanded & Remastered)"", ""Release year: 1972"", ""Spotify popularity: 70/100""]",Playlist Import,1972,
sp_0200,Love The Way You Lie,"Eminem, Rihanna",❤️,"[""Hurts So Good — John Mellencamp"", ""Love The Way You Lie — Eminem, Rihanna"", ""Fast Car — Tracy Chapman"", ""White Rabbit — Jefferson Airplane""]",1,,,,From 'Recovery' (2010),"[""From album: Recovery"", ""Release year: 2010"", ""Spotify popularity: 85/100""]",Playlist Import,2010,
sp_0201,Lose Yourself,Eminem,🎵✨🎧,"[""Lose Yourself — Eminem"", ""Fuck Tha Police — N.W.A."", ""Rehab — Amy Winehouse"", ""Royals — Lorde""]",0,,,,From 'Curtain Call: The Hits (Deluxe Edition)' (2005),"[""From album: Curtain Call: The Hits (Deluxe Edition)"", ""Release year: 2005"", ""Spotify popularity: 78/100""]",Playlist Import,2005,
sp_0202,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",🎵✨🎧,"[""Every Breath You Take — The Police"", ""We Didn't Start the Fire — Billy Joel"", ""I'm Too Sexy — Right Said Fred"", ""Can't Hold Us (feat. Ray Dalton) — Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton""]",3,,,,From 'The Heist' (2012),"[""From album: The Heist"", ""Release year: 2012"", ""Spotify popularity: 81/100""]",Playlist Import,2012,
sp_0203,Let's Groove,"Earth, Wind & Fire",🎵✨,"[""Single Ladies (Put a Ring on It) — Beyoncé"", ""Free Fallin' — Tom Petty"", ""Walk This Way — Aerosmith"", ""Let's Groove — Earth, Wind & Fire""]",3,,,,From 'Raise!' (1981),"[""From album: Raise!"", ""Release year: 1981"", ""Spotify popularity: 81/100""]",Playlist Import,1981,
sp_0204,Take It on the Run,REO Speedwagon,🎵✨,"[""I Heard It Through The Grapevine — Marvin Gaye"", ""Rock & Roll Band — Boston"", ""Karma Chameleon — Culture Club"", ""Take It on the Run — REO Speedwagon""]",3,,,,From 'The Hits' (1988),"[""From album: The Hits"", ""Release year: 1988"", ""Spotify popularity: 47/100""]",Playlist Import,1988,
sp_0205,Can't Fight This Feeling,REO Speedwagon,🎵✨,"[""Uptown Girl — Billy Joel"", ""Black Betty — Ram Jam"", ""Bohemian Rhapsody - Remastered 2011 — Queen"", ""Can't Fight This Feeling — REO Speedwagon""]",3,,,,From 'Wheels Are Turnin'' (1984),"[""From album: Wheels Are Turnin'"", ""Release year: 1984"", ""Spotify popularity: 75/100""]",Playlist Import,1984,
sp_0206,Keep on Loving You,REO Speedwagon,🎵✨,"[""Keep on Loving You — REO Speedwagon"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""Fuck Tha Police — N.W.A."", ""Jolene — Dolly Parton""]",0,,,,From 'Hi Infidelity (30th Anniversary Edition)' (1980),"[""From album: Hi Infidelity (30th Anniversary Edition)"", ""Release year: 1980"", ""Spotify popularity: 75/100""]",Playlist Import,1980,
sp_0207,(What A) Wonderful World,Sam Cooke,🎵✨,"[""American Pie — Don McLean"", ""Jailhouse Rock — Elvis Presley"", ""Saturday in the Park - 2002 Remaster — Chicago"", ""(What A) Wonderful World — Sam Cooke""]",3,,,,From 'The Man Who Invented Soul' (2000),"[""From album: The Man Who Invented Soul"", ""Release year: 2000"", ""Spotify popularity: 66/100""]",Playlist Import,2000,
sp_0208,"Can't Get Enough Of Your Love, Babe",Barry White,❤️,"[""Achy Breaky Heart — Billy Ray Cyrus"", ""Can't Get Enough Of Your Love, Babe — Barry White"", ""What A Wonderful World — Louis Armstrong"", ""Gimme Shelter — The Rolling Stones""]",1,,,,From 'Barry White's Greatest Hits' (1975),"[""From album: Barry White's Greatest Hits"", ""Release year: 1975""]",Playlist Import,1975,
sp_0209,Bring It On Home to Me,Sam Cooke,🎵✨🎧,"[""Greased Lightnin' - From “Grease” Soundtrack — John Travolta, Jeff Conaway"", ""Bring It On Home to Me — Sam Cooke"", ""My Girl — The Temptations"", ""My House — Flo Rida""]",1,,,,From 'The Man Who Invented Soul' (2000),"[""From album: The Man Who Invented Soul"", ""Release year: 2000"", ""Spotify popularity: 64/100""]",Playlist Import,2000,
sp_0210,I Think I Love You,The Partridge Family,❤️,"[""I Think I Love You — The Partridge Family"", ""No More Mr. Nice Guy - 2002 Remaster — Alice Cooper"", ""Hungry Like the Wolf - 2009 Remaster — Duran Duran"", ""I Want You to Want Me — Cheap Trick""]",0,,,,From 'Come On Get Happy! The Very Best Of The Partridge Family' (2005),"[""From album: Come On Get Happy! The Very Best Of The Partridge Family"", ""Release year: 2005"", ""Spotify popularity: 39/100""]",Playlist Import,2005,
sp_0211,With Or Without You - Remastered 2007,U2,🎵✨🎧,"[""For What It's Worth — Buffalo Springfield"", ""Call Me Maybe — Carly Rae Jepsen"", ""Sexual Healing — Marvin Gaye"", ""With Or Without You - Remastered 2007 — U2""]",3,,,,From 'The Joshua Tree' (1987),"[""From album: The Joshua Tree"", ""Release year: 1987"", ""Spotify popularity: 53/100""]",Playlist Import,1987,
sp_0212,Sunday Bloody Sunday - Remastered 2008,U2,🎵✨,"[""I'm Yours — Jason Mraz"", ""Party In The U.S.A. — Miley Cyrus"", ""American Idiot — Green Day"", ""Sunday Bloody Sunday - Remastered 2008 — U2""]",3,,,,From 'War (Remastered)' (1983),"[""From album: War (Remastered)"", ""Release year: 1983"", ""Spotify popularity: 73/100""]",Playlist Import,1983,
sp_0213,Summer Of '69,Bryan Adams,☀️,"[""Dangerous Woman — Ariana Grande"", ""Cheeseburger In Paradise — Jimmy Buffett"", ""Summer Of '69 — Bryan Adams"", ""My Generation - Mono Version — The Who""]",2,,,,From 'Reckless' (1984),"[""From album: Reckless"", ""Release year: 1984"", ""Spotify popularity: 3/100""]",Playlist Import,1984,
sp_0214,Roxanne - Remastered 2003,The Police,🎵✨,"[""Panda — Desiigner"", ""Never Gonna Give You Up — Rick Astley"", ""Roxanne - Remastered 2003 — The Police"", ""Fireball (feat. John Ryan) — Pitbull, John Ryan""]",2,,,,From 'Outlandos D'Amour' (1978),"[""From album: Outlandos D'Amour"", ""Release year: 1978""]",Playlist Import,1978,
sp_0215,Livin' On A Prayer,Bon Jovi,🎵✨,"[""Livin' On A Prayer — Bon Jovi"", ""Jailhouse Rock — Elvis Presley"", ""Greased Lightnin' - From “Grease” Soundtrack — John Travolta, Jeff Conaway"", ""Despacito — Luis Fonsi, Daddy Yankee""]",0,,,,From 'Slippery When Wet' (1986),"[""From album: Slippery When Wet"", ""Release year: 1986"", ""Spotify popularity: 6/100""]",Playlist Import,1986,
sp_0216,Wanted Dead Or Alive,Bon Jovi,🎵✨,"[""I Will Survive - Single Version — Gloria Gaynor"", ""Shake It Off — Taylor Swift"", ""Wanted Dead Or Alive — Bon Jovi"", ""I Will Always Love You — Whitney Houston""]",2,,,,From 'Slippery When Wet' (1986),"[""From album: Slippery When Wet"", ""Release year: 1986"", ""Spotify popularity: 1/100""]",Playlist Import,1986,
sp_0217,You Give Love A Bad Name,Bon Jovi,❤️😈,"[""Achy Breaky Heart — Billy Ray Cyrus"", ""Thunderstruck — AC/DC"", ""House of the Rising Sun — The Animals"", ""You Give Love A Bad Name — Bon Jovi""]",3,,,,From 'Slippery When Wet' (1986),"[""From album: Slippery When Wet"", ""Release year: 1986"", ""Spotify popularity: 2/100""]",Playlist Import,1986,
sp_0218,Panda,Desiigner,🎵✨,"[""Panda — Desiigner"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""What's Love Got to Do with It — Tina Turner"", ""I'm Yours — Jason Mraz""]",0,,,,From 'Panda' (2016),"[""From album: Panda"", ""Release year: 2016"", ""Spotify popularity: 66/100""]",Playlist Import,2016,
sp_0219,Material Girl,Madonna,🎵✨🎧,"[""Love The Way You Lie — Eminem, Rihanna"", ""Joy To The World — Three Dog Night"", ""Take on Me — a-ha"", ""Material Girl — Madonna""]",3,,,,From 'Celebration (double disc version)' (2009),"[""From album: Celebration (double disc version)"", ""Release year: 2009"", ""Spotify popularity: 73/100""]",Playlist Import,2009,
sp_0220,Like a Prayer,Madonna,🎵✨🎧,"[""All of Me — John Legend"", ""Learn to Fly — Foo Fighters"", ""ABC — The Jackson 5"", ""Like a Prayer — Madonna""]",3,,,,From 'Celebration (double disc version)' (2009),"[""From album: Celebration (double disc version)"", ""Release year: 2009"", ""Spotify popularity: 76/100""]",Playlist Import,2009,
sp_0221,Oops!...I Did It Again,Britney Spears,🎵✨🎧,"[""Californication — Red Hot Chili Peppers"", ""Oops!...I Did It Again — Britney Spears"", ""Closer — The Chainsmokers, Halsey"", ""Love The Way You Lie — Eminem, Rihanna""]",1,,,,From 'Oops!... I Did It Again' (2000),"[""From album: Oops!... I Did It Again"", ""Release year: 2000"", ""Spotify popularity: 83/100""]",Playlist Import,2000,
sp_0222,Toxic,Britney Spears,🎵✨,"[""Poison — Alice Cooper"", ""Toxic — Britney Spears"", ""Black or White - Single Version — Michael Jackson"", ""Fuck You — CeeLo Green""]",1,,,,From 'Greatest Hits: My Prerogative' (2007),"[""From album: Greatest Hits: My Prerogative"", ""Release year: 2007"", ""Spotify popularity: 55/100""]",Playlist Import,2007,
sp_0223,Dangerous Woman,Ariana Grande,🎵✨,"[""Fly Like An Eagle — Steve Miller Band"", ""Before He Cheats — Carrie Underwood"", ""Mr. Blue Sky — Electric Light Orchestra"", ""Dangerous Woman — Ariana Grande""]",3,,,,From 'Dangerous Woman' (2016),"[""From album: Dangerous Woman"", ""Release year: 2016"", ""Spotify popularity: 2/100""]",Playlist Import,2016,
sp_0224,Casey Jones - 2001 Remaster,Grateful Dead,🎵✨,"[""Casey Jones - 2001 Remaster — Grateful Dead"", ""I Want You to Want Me — Cheap Trick"", ""My House — Flo Rida"", ""Californication — Red Hot Chili Peppers""]",0,,,,From 'The Very Best of the Grateful Dead' (2003),"[""From album: The Very Best of the Grateful Dead"", ""Release year: 2003"", ""Spotify popularity: 44/100""]",Playlist Import,2003,
sp_0225,Starman - 2012 Remaster,David Bowie,🎵✨,"[""...Baby One More Time — Britney Spears"", ""Stay With Me — Sam Smith"", ""Truth Hurts — Lizzo"", ""Starman - 2012 Remaster — David Bowie""]",3,,,,From 'The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)' (1972),"[""From album: The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)"", ""Release year: 1972"", ""Spotify popularity: 79/100""]",Playlist Import,1972,
sp_0226,Under Pressure - Remastered 2011,"Queen, David Bowie",🎵✨🎧,"[""Like a Virgin — Madonna"", ""Under Pressure - Remastered 2011 — Queen, David Bowie"", ""Who Are You — The Who"", ""Free Fallin' — Tom Petty""]",1,,,,From 'Hot Space (Deluxe Remastered Version)' (1982),"[""From album: Hot Space (Deluxe Remastered Version)"", ""Release year: 1982"", ""Spotify popularity: 75/100""]",Playlist Import,1982,
sp_0227,Me and Bobby McGee,Janis Joplin,🎵✨🎧,"[""Never Gonna Give You Up — Rick Astley"", ""Me and Bobby McGee — Janis Joplin"", ""My Way — Frank Sinatra"", ""I'm Too Sexy — Right Said Fred""]",1,,,,From 'Janis: Little Girl Blue (Original Motion Picture Soundtrack)' (2016),"[""From album: Janis: Little Girl Blue (Original Motion Picture Soundtrack)"", ""Release year: 2016"", ""Spotify popularity: 25/100""]",Playlist Import,2016,
sp_0228,Once In a While,Timeflies,🎵✨🎧,"[""Waterfalls — TLC"", ""Riptide — Vance Joy"", ""Once In a While — Timeflies"", ""Free Bird — Lynyrd Skynyrd""]",2,,,,From 'Once In a While' (2016),"[""From album: Once In a While"", ""Release year: 2016"", ""Spotify popularity: 53/100""]",Playlist Import,2016,
sp_0229,Wish You Were Here,Pink Floyd,🎵✨,"[""Panda — Desiigner"", ""Wish You Were Here — Pink Floyd"", ""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""You're So Vain — Carly Simon""]",1,,,,From 'Wish You Were Here' (1975),"[""From album: Wish You Were Here"", ""Release year: 1975"", ""Spotify popularity: 82/100""]",Playlist Import,1975,
sp_0230,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",🎵✨🎧,"[""All Along the Watchtower — Jimi Hendrix"", ""Just Give Me a Reason (feat. Nate Ruess) — P!nk, Nate Ruess"", ""Hips Don't Lie (feat. Wyclef Jean) — Shakira, Wyclef Jean"", ""Fancy — Iggy Azalea, Charli xcx""]",1,,,,From 'The Truth About Love' (2012),"[""From album: The Truth About Love"", ""Release year: 2012"", ""Spotify popularity: 1/100""]",Playlist Import,2012,
sp_0231,White Rabbit,Jefferson Airplane,🎵✨🎧,"[""Blurred Lines — Robin Thicke, T.I., Pharrell Williams"", ""White Rabbit — Jefferson Airplane"", ""Fat Bottomed Girls - Remastered 2011 — Queen"", ""Keep on Loving You — REO Speedwagon""]",1,,,,From 'Surrealistic Pillow' (1967),"[""From album: Surrealistic Pillow"", ""Release year: 1967"", ""Spotify popularity: 69/100""]",Playlist Import,1967,
sp_0232,How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version),Bee Gees,❤️🌙,"[""Hotel California - 2013 Remaster — Eagles"", ""Take Me To Church — Hozier"", ""Billie Jean — Michael Jackson"", ""How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version) — Bee Gees""]",3,,,,From 'Saturday Night Fever [The Original Movie Soundtrack]' (1978),"[""From album: Saturday Night Fever [The Original Movie Soundtrack]"", ""Release year: 1978""]",Playlist Import,1978,
sp_0233,Go Your Own Way - 2004 Remaster,Fleetwood Mac,🎵✨🎧,"[""Long Cool Woman (In a Black Dress) - 1999 Remaster — The Hollies"", ""Go Your Own Way - 2004 Remaster — Fleetwood Mac"", ""Ignition - Remix — R. Kelly"", ""Like a Prayer — Madonna""]",1,,,,From 'Rumours' (1977),"[""From album: Rumours"", ""Release year: 1977"", ""Spotify popularity: 83/100""]",Playlist Import,1977,
sp_0234,Dreams - 2004 Remaster,Fleetwood Mac,🎵✨🎧,"[""Dreams - 2004 Remaster — Fleetwood Mac"", ""bad guy — Billie Eilish"", ""Break My Stride — Matthew Wilder"", ""This Love — Maroon 5""]",0,,,,From 'Rumours (Super Deluxe)' (1977),"[""From album: Rumours (Super Deluxe)"", ""Release year: 1977"", ""Spotify popularity: 91/100""]",Playlist Import,1977,
sp_0235,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",🎵✨🎧,"[""My Humps — Black Eyed Peas"", ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) — Shakira, Freshlyground"", ""Airplanes (feat. Hayley Williams of Paramore) — B.o.B, Hayley Williams"", ""Umbrella — Rihanna, JAY-Z""]",2,,,,From 'B.o.B Presents: The Adventures of Bobby Ray' (2010),"[""From album: B.o.B Presents: The Adventures of Bobby Ray"", ""Release year: 2010"", ""Spotify popularity: 78/100""]",Playlist Import,2010,
sp_0236,Just Dance,"Lady Gaga, Colby O'Donis",🕺,"[""California Gurls — Katy Perry, Snoop Dogg"", ""I Want to Know What Love Is - 1999 Remaster — Foreigner"", ""I Want To Hold Your Hand - Remastered 2015 — The Beatles"", ""Just Dance — Lady Gaga, Colby O'Donis""]",3,,,,From 'The Fame' (2008),"[""From album: The Fame"", ""Release year: 2008"", ""Spotify popularity: 84/100""]",Playlist Import,2008,
sp_0237,Poker Face,Lady Gaga,🎵✨🎧,"[""Like a Rolling Stone — Bob Dylan"", ""Casey Jones - 2001 Remaster — Grateful Dead"", ""Another One Bites The Dust - Remastered 2011 — Queen"", ""Poker Face — Lady Gaga""]",3,,,,From 'The Fame Monster (Deluxe)' (2009),"[""From album: The Fame Monster (Deluxe)"", ""Release year: 2009""]",Playlist Import,2009,
sp_0238,Fancy,"Iggy Azalea, Charli xcx",🎵✨,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Fancy — Iggy Azalea, Charli xcx"", ""Livin' la Vida Loca — Ricky Martin"", ""Stand by Me — Otis Redding""]",1,,,,From 'The New Classic (Deluxe Version)' (2014),"[""From album: The New Classic (Deluxe Version)"", ""Release year: 2014"", ""Spotify popularity: 69/100""]",Playlist Import,2014,
sp_0239,Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini,Brian Hyland,🟡,"[""Wanted Dead Or Alive — Bon Jovi"", ""Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini — Brian Hyland"", ""Wake Me up When September Ends — Green Day"", ""Ride Wit Me — Nelly, City Spud""]",1,,,,From 'Greatest Hits' (1994),"[""From album: Greatest Hits"", ""Release year: 1994"", ""Spotify popularity: 46/100""]",Playlist Import,1994,
sp_0240,La Grange - 2005 Remaster,ZZ Top,🎵✨,"[""Signed, Sealed, Delivered (I'm Yours) — Stevie Wonder"", ""My House — Flo Rida"", ""Wanted Dead Or Alive — Bon Jovi"", ""La Grange - 2005 Remaster — ZZ Top""]",3,,,,From 'Tres Hombres (Expanded 2006 Remaster)' (1973),"[""From album: Tres Hombres (Expanded 2006 Remaster)"", ""Release year: 1973"", ""Spotify popularity: 10/100""]",Playlist Import,1973,
sp_0241,Sharp Dressed Man - 2008 Remaster,ZZ Top,🎵✨,"[""Redbone — Childish Gambino"", ""Sharp Dressed Man - 2008 Remaster — ZZ Top"", ""Once In a While — Timeflies"", ""Hotline Bling — Drake""]",1,,,,From 'Eliminator' (1983),"[""From album: Eliminator"", ""Release year: 1983"", ""Spotify popularity: 8/100""]",Playlist Import,1983,
sp_0242,Love Yourself,Justin Bieber,❤️,"[""Bennie And The Jets - Remastered 2014 — Elton John"", ""Starships — Nicki Minaj"", ""Love Yourself — Justin Bieber"", ""Closer — The Chainsmokers, Halsey""]",2,,,,From 'Purpose (Deluxe)' (2015),"[""From album: Purpose (Deluxe)"", ""Release year: 2015"", ""Spotify popularity: 86/100""]",Playlist Import,2015,
sp_0243,Baby,"Justin Bieber, Ludacris",🎵✨🎧,"[""Starman - 2012 Remaster — David Bowie"", ""Baby — Justin Bieber, Ludacris"", ""Photograph — Nickelback"", ""My Girl — The Temptations""]",1,,,,From 'My World 2.0' (2010),"[""From album: My World 2.0"", ""Release year: 2010"", ""Spotify popularity: 84/100""]",Playlist Import,2010,
sp_0244,One Way Or Another - Remastered 2001,Blondie,🎵✨🎧,"[""Bang Bang — Jessie J, Ariana Grande, Nicki Minaj"", ""House of the Rising Sun — The Animals"", ""One Way Or Another - Remastered 2001 — Blondie"", ""Detroit Rock City — KISS""]",2,,,,From 'One Way Or Another' (1979),"[""From album: One Way Or Another"", ""Release year: 1979"", ""Spotify popularity: 59/100""]",Playlist Import,1979,
sp_0245,What Makes You Beautiful,One Direction,🎵✨🎧,"[""Call Me — Blondie"", ""What Makes You Beautiful — One Direction"", ""Party In The U.S.A. — Miley Cyrus"", ""Just Dance — Lady Gaga, Colby O'Donis""]",1,,,,From 'Up All Night' (2012),"[""From album: Up All Night"", ""Release year: 2012"", ""Spotify popularity: 5/100""]",Playlist Import,2012,
sp_0246,Jump,Van Halen,🎵✨,"[""Let's Groove — Earth, Wind & Fire"", ""Jump — Van Halen"", ""Moondance - 2013 Remaster — Van Morrison"", ""Just Give Me a Reason (feat. Nate Ruess) — P!nk, Nate Ruess""]",1,,,,From '1984' (1984),"[""From album: 1984"", ""Release year: 1984"", ""Spotify popularity: 5/100""]",Playlist Import,1984,
sp_0247,Runnin' With The Devil,Van Halen,😈,"[""Stronger — Kanye West"", ""Runnin' With The Devil — Van Halen"", ""Fancy — Iggy Azalea, Charli xcx"", ""The Times They Are A-Changin' — Bob Dylan""]",1,,,,From 'Van Halen (Reissue)' (1978),"[""From album: Van Halen (Reissue)"", ""Release year: 1978"", ""Spotify popularity: 1/100""]",Playlist Import,1978,
sp_0248,Jack & Diane,John Mellencamp,🎵✨🎧,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Jack & Diane — John Mellencamp"", ""Titanium (feat. Sia) — David Guetta, Sia"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett""]",1,,,,From 'American Fool' (1982),"[""From album: American Fool"", ""Release year: 1982"", ""Spotify popularity: 76/100""]",Playlist Import,1982,
sp_0249,Hurts So Good,John Mellencamp,🎵✨,"[""White Rabbit — Jefferson Airplane"", ""Wrecking Ball — Miley Cyrus"", ""Hurts So Good — John Mellencamp"", ""Oops!...I Did It Again — Britney Spears""]",2,,,,From 'American Fool' (1982),"[""From album: American Fool"", ""Release year: 1982"", ""Spotify popularity: 73/100""]",Playlist Import,1982,
sp_0250,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,🎵✨,"[""You Give Love A Bad Name — Bon Jovi"", ""Fancy — Iggy Azalea, Charli xcx"", ""Take on Me — a-ha"", ""Long Cool Woman (In a Black Dress) - 1999 Remaster — The Hollies""]",3,,,,From 'Distant Light (1999 Remaster)' (1971),"[""From album: Distant Light (1999 Remaster)"", ""Release year: 1971"", ""Spotify popularity: 4/100""]",Playlist Import,1971,
sp_0251,School's Out,Alice Cooper,🎵✨,"[""Drop It Like It's Hot — Snoop Dogg, Pharrell Williams"", ""Born in the U.S.A. — Bruce Springsteen"", ""Sugar, Sugar — The Archies"", ""School's Out — Alice Cooper""]",3,,,,From 'School's Out' (1972),"[""From album: School's Out"", ""Release year: 1972"", ""Spotify popularity: 70/100""]",Playlist Import,1972,
sp_0252,Poison,Alice Cooper,🎵✨🎧,"[""One Love / People Get Ready — Bob Marley & The Wailers"", ""Hotel California - 2013 Remaster — Eagles"", ""Fortunate Son — Creedence Clearwater Revival"", ""Poison — Alice Cooper""]",3,,,,From 'Trash' (1989),"[""From album: Trash"", ""Release year: 1989"", ""Spotify popularity: 75/100""]",Playlist Import,1989,
sp_0253,No More Mr. Nice Guy - 2002 Remaster,Alice Cooper,🎵✨🎧,"[""HUMBLE. — Kendrick Lamar"", ""Another One Bites The Dust - Remastered 2011 — Queen"", ""Band On The Run - Remastered 2010 — Paul McCartney, Wings"", ""No More Mr. Nice Guy - 2002 Remaster — Alice Cooper""]",3,,,,From 'Mascara & Monsters: The Best of Alice Cooper' (2001),"[""From album: Mascara & Monsters: The Best of Alice Cooper"", ""Release year: 2001"", ""Spotify popularity: 36/100""]",Playlist Import,2001,
sp_0254,Californication,Red Hot Chili Peppers,🎵✨🎧,"[""Californication — Red Hot Chili Peppers"", ""Stayin' Alive - 2007 Remastered Version Saturday Night Fever — Bee Gees"", ""American Idiot — Green Day"", ""Baby Got Back — Sir Mix-A-Lot""]",0,,,,From 'Californication (Deluxe Edition)' (1999),"[""From album: Californication (Deluxe Edition)"", ""Release year: 1999"", ""Spotify popularity: 86/100""]",Playlist Import,1999,
sp_0255,Dani California,Red Hot Chili Peppers,🎵✨,"[""I Want to Know What Love Is - 1999 Remaster — Foreigner"", ""Oops!...I Did It Again — Britney Spears"", ""Sweet Caroline — Neil Diamond"", ""Dani California — Red Hot Chili Peppers""]",3,,,,From 'Stadium Arcadium' (2006),"[""From album: Stadium Arcadium"", ""Release year: 2006"", ""Spotify popularity: 81/100""]",Playlist Import,2006,
sp_0256,Under the Bridge,Red Hot Chili Peppers,🎵✨🎧,"[""I'm Yours — Jason Mraz"", ""Panda — Desiigner"", ""Under the Bridge — Red Hot Chili Peppers"", ""Rehab — Amy Winehouse""]",2,,,,From 'Blood Sugar Sex Magik (Deluxe Edition)' (1991),"[""From album: Blood Sugar Sex Magik (Deluxe Edition)"", ""Release year: 1991"", ""Spotify popularity: 86/100""]",Playlist Import,1991,
sp_0257,Barracuda,Heart,🎵✨,"[""Who Let The Dogs Out — Baha Men"", ""Barracuda — Heart"", ""Jump — Van Halen"", ""Redbone — Childish Gambino""]",1,,,,From 'Little Queen' (1977),"[""From album: Little Queen"", ""Release year: 1977"", ""Spotify popularity: 75/100""]",Playlist Import,1977,
sp_0258,Alone,Heart,🎵✨,"[""Alone — Heart"", ""What A Wonderful World — Louis Armstrong"", ""The Fresh Prince of Bel-Air — DJ Jazzy Jeff & The Fresh Prince"", ""You're So Vain — Carly Simon""]",0,,,,From 'Bad Animals' (1987),"[""From album: Bad Animals"", ""Release year: 1987"", ""Spotify popularity: 77/100""]",Playlist Import,1987,
sp_0259,Tom Sawyer,Rush,🎵✨,"[""Jessie's Girl — Rick Springfield"", ""Papa Was A Rollin' Stone - Single Version — The Temptations"", ""Every Breath You Take — The Police"", ""Tom Sawyer — Rush""]",3,,,,From 'Moving Pictures (2011 Remaster)' (1981),"[""From album: Moving Pictures (2011 Remaster)"", ""Release year: 1981"", ""Spotify popularity: 71/100""]",Playlist Import,1981,
sp_0260,American Idiot,Green Day,🎵✨🎧,"[""American Idiot — Green Day"", ""Fireflies — Owl City"", ""I Will Always Love You — Whitney Houston"", ""Another Brick In The Wall, Pt. 2 - 2011 Remastered Version — Pink Floyd""]",0,,,,From 'American Idiot' (2004),"[""From album: American Idiot"", ""Release year: 2004"", ""Spotify popularity: 83/100""]",Playlist Import,2004,
sp_0261,Wake Me up When September Ends,Green Day,🎵✨🎧,"[""Wake Me up When September Ends — Green Day"", ""U Can't Touch This — MC Hammer"", ""Come Together - Remastered 2009 — The Beatles"", ""T.N.T. — AC/DC""]",0,,,,From 'American Idiot' (2004),"[""From album: American Idiot"", ""Release year: 2004"", ""Spotify popularity: 81/100""]",Playlist Import,2004,
sp_0262,Holiday / Boulevard of Broken Dreams,Green Day,🎵✨,"[""Another One Bites The Dust - Remastered 2011 — Queen"", ""Let's Get It On — Marvin Gaye"", ""Holiday / Boulevard of Broken Dreams — Green Day"", ""The Lion Sleeps Tonight (Wimoweh) — The Tokens""]",2,,,,From 'American Idiot' (2004),"[""From album: American Idiot"", ""Release year: 2004"", ""Spotify popularity: 73/100""]",Playlist Import,2004,
sp_0263,I Want You to Want Me,Cheap Trick,🎵✨,"[""Thrift Shop (feat. Wanz) — Macklemore & Ryan Lewis, Wanz"", ""Summer Of '69 — Bryan Adams"", ""I Want You to Want Me — Cheap Trick"", ""Single Ladies (Put a Ring on It) — Beyoncé""]",2,,,,From 'In Color' (1977),"[""From album: In Color"", ""Release year: 1977"", ""Spotify popularity: 68/100""]",Playlist Import,1977,
sp_0264,Straight Outta Compton,N.W.A.,🎵✨,"[""Break My Stride — Matthew Wilder"", ""My Girl — The Temptations"", ""Straight Outta Compton — N.W.A."", ""Light My Fire — The Doors""]",2,,,,From 'Straight Outta Compton' (1988),"[""From album: Straight Outta Compton"", ""Release year: 1988"", ""Spotify popularity: 71/100""]",Playlist Import,1988,
sp_0265,Fuck Tha Police,N.W.A.,🎵✨,"[""Fuck Tha Police — N.W.A."", ""Respect — Aretha Franklin"", ""Roxanne - Remastered 2003 — The Police"", ""Fireflies — Owl City""]",0,,,,From 'Straight Outta Compton' (1988),"[""From album: Straight Outta Compton"", ""Release year: 1988"", ""Spotify popularity: 70/100""]",Playlist Import,1988,
sp_0266,The Joker,Steve Miller Band,🎵✨,"[""Mr. Roboto — Styx"", ""Joy To The World — Three Dog Night"", ""The Joker — Steve Miller Band"", ""American Pie — Don McLean""]",2,,,,From 'The Joker' (1973),"[""From album: The Joker"", ""Release year: 1973"", ""Spotify popularity: 78/100""]",Playlist Import,1973,
